id	date	kms	alti	lat_deg	lat_min	long_deg	long_min	Poids (g)	taille	id_couleur	couleur	id_matiere	matiere	id_origine	origine	id_pays	pays	post	objet	gps	lieu	contexte	depart	arrivee	annee	mois	jour	kms_cumule	kms_depart_vol_oiseau	kms_depart_corde	kms_etape_segments	kms_etape_cumule	lat_dec	long_dec	lat_rad	long_rad	long_x	lat_y
1	41182	40	1	47	59,66	-4	-6,155	5,86	62	4	Jaune	0	Mixte	2	Artificiel	1	France	1	0	N 47°59,660" W 4°06,155"	Rue Sainte Catherine, Quimper	0	Quimper	St-Goazec	2012	9	30	40	0	0	0	0	47,99433333	-4,102583333	0,837658431	-0,071603527	0	0
2	41183	60	1	48	14,518	-3	-35,98	0,15	74	12	Rouge	3	Plastique	2	Artificiel	1	France	1	0	N 48°14,518" W 3°35,980"	Port-Carhaix	0	St-Goazec	Rostrenen	2012	10	1	100	46,40231576	46,40221326	46,40231576	46,40231576	48,24196667	-3,599666667	0,841980445	-0,062825982	0	0
3	41184	40	1	48	10,365	-3	-0,004	0,22	17	15	Noir	1	Végétale	1	Naturel	1	France	1	0	N 48°10,365' W 3°00,004'	Porte de Guerlédan	0	Rostrenen	Mur-de-Bretagne	2012	10	2	140	84,29025201	84,2896376	45,10726045	91,50957622	48,17275	-3,000066667	0,840772387	-0,052360997	0	0
4	41185	80	1	48	6,37	-2	-54,972	1,71	0	14	Gris	2	Métallique	2	Artificiel	1	France	1	0	N 48°06,370' W 2°54,972'	Pontivy, Escalier d'écluses	0	Mur-de-Bretagne	Guillac	2012	10	3	220	89,08224662	89,08152135	9,674461311	101,1840375	48,10616667	-2,9162	0,83961029	-0,050897249	0	0
5	41186	80	1	47	31,889	-1	-57,664	0,13	103	9	Bleu Violet	3	Plastique	2	Artificiel	1	France	1	0	N 47°31,889' W 1°57,664'	Canal de Nantes à Brest	0	Guillac	Guenrouet	2012	10	4	300	168,179399	168,1745187	95,78190727	196,9659448	47,53148333	-1,961066667	0,829580182	-0,034227041	0	0
6	41187	80	1	47	28,48	-1	-50,376	2,18	23	0	Mixte	0	Mixte	2	Artificiel	1	France	1	0	N 47°28,480' W 1°50,376'	Ecluse Bougard	0	Guenrouet	Nantes	2012	10	5	380	178,874731	178,8688592	11,1011777	208,0671225	47,47466667	-1,8396	0,828588545	-0,03210705	0	0
7	41188	0	1	47	21,257	-1	-15,539	0,54	42	17	Brun	1	Végétale	2	Artificiel	1	France	1	0	N 47°21,257" W 1°15,539"	Blanchelande, Oudon	0	Nantes	Nantes	2012	10	6	380	224,5349125	224,5232987	45,70571161	253,7728341	47,35428333	-1,258983333	0,826487461	-0,021973386	0	0
8	41189	0	1	47	21,257	-1	-15,539	0,2	60	17	Brun	7	Animale	1	Naturel	1	France	1	0	N 47°21,257" W 1°15,539"	Blanchelande, Oudon	0	Nantes	Nantes	2012	10	7	380	224,5349125	224,5232987	0	253,7728341	47,35428333	-1,258983333	0,826487461	-0,021973386	0	0
9	41190	0	1	47	13,764	-1	-35,059	0,49	12	13	Blanc	3	Plastique	2	Artificiel	1	France	1	0	N 47°13,764' W 1°35,059'	Ping Base, Nantes	0	Nantes	Nantes	2012	10	8	380	207,0966451	207,0875325	28,20138751	281,9742216	47,2294	-1,584316667	0,824307837	-0,027651519	0	0
10	41191	55	1	47	4,208	-2	-6,21	7,92	46	17	Brun	2	Métallique	2	Artificiel	1	France	1	0	N 47°04,208' W 2°06,210'	Pornic	0	Nantes	Pornic	2012	10	9	435	181,9371333	181,9309547	43,08300935	325,057231	47,07013333	-2,1035	0,821528112	-0,03671297	0	0
11	41192	20	1	47	3,76	-2	-0,07	0,18	92	15	Noir	5	Cellulose	2	Artificiel	1	France	1	0	N 47°03,760' W 2°00,070'	Café "Les embruns"	0	Pornic	Bouin	2012	10	10	455	188,7909528	188,7840493	7,797316118	332,8545471	47,06266667	-2,001166667	0,821397794	-0,034926918	0	0
12	41193	40	1	46	43,876	-1	-59,191	0,17	0	17	Brun	7	Animale	1	Naturel	1	France	1	0	N 46°43,876" W 1°59,191"	Saint Hillaire de Rietz	0	Bouin	St-Hilaire-de-Riez	2012	10	11	495	212,4758798	212,4660386	36,8771914	369,7317385	46,73126667	-1,986516667	0,815613778	-0,034671227	0	0
13	41194	91	1	46	29,488	-1	-20,129	0,19	103	11	Rouge Violet	4	Textile	2	Artificiel	1	France	1	0	N 46°29,488' W 1°20,129'	Champs Saint Père maison d'Aurore et Julien	0	St-Hilaire-de-Riez	Le-Champ-St-Père	2012	10	12	586	267,5522853	267,5326361	56,44229154	426,17403	46,49146667	-1,335483333	0,811428482	-0,023308562	0	0
14	41195	0	1	46	29,488	-1	-20,129	0,06	104	17	Brun	7	Animale	1	Naturel	1	France	1	0	N 46°29,488' W 1°20,129'	Champs Saint Père, maison de Aurore et Julien	0	Le-Champ-St-Père	Le-Champ-St-Père	2012	10	13	586	267,5522853	267,5326361	0	426,17403	46,49146667	-1,335483333	0,811428482	-0,023308562	0	0
15	41196	45	1	46	23,6	-1	-12,089	0,1	36	17	Brun	1	Végétale	1	Naturel	1	France	1	0	N 46°23,604' W 1°12,089'	Frontière de la Charente	0	Le-Champ-St-Père	Marans	2012	10	14	631	282,4329529	282,4098395	14,98721911	441,1612491	46,39333333	-1,201483333	0,809715734	-0,020969822	0	0
16	41197	30	1	46	13,16	-1	-2,864	0,04	82	13	Blanc	7	Animale	1	Naturel	1	France	1	0	N 46°13,160' W 1°02,864'	Canal près de Maraine	0	Marans	Aytré	2012	10	15	661	304,0313097	304,002478	22,67399038	463,8352395	46,21933333	-1,047733333	0,806678863	-0,018286381	0	0
17	41198	50	1	46	6,916	-1	-7,362	2,68	42	17	Brun	2	Métallique	2	Artificiel	1	France	1	0	N 46°06,916' W 1°07,362'	Aytré, zone noire	0	Aytré	St-Agnant	2012	10	16	711	307,645112	307,6152399	12,93547703	476,7707165	46,11526667	-1,1227	0,804862559	-0,019594795	0	0
18	41199	50	1	45	50,585	0	-56,752	0,52	17	17	Brun	7	Animale	2	Artificiel	1	France	1	0	N 45°50,585' W 0°56.752'	Grange à Saint Aignant	0	St-Agnant	Floirac	2012	10	17	761	338,7166126	338,6767448	33,21633338	509,9870499	45,84308333	-0,945866667	0,800112068	-0,016508474	0	0
19	41200	20	1	45	29,254	0	-43,483	1,02	32	11	Rouge Violet	0	Mixte	2	Artificiel	1	France	1	0	N 45°29,254' W 0°43,483'	Fiolle, commune de Floirac	0	Floirac	Conac	2012	10	18	781	379,4400266	379,3839814	43,11758306	553,104633	45,48756667	-0,724716667	0,793907136	-0,012648681	0	0
20	41201	55	1	45	3,29	0	-42,325	0,34	68	13	Blanc	5	Cellulose	2	Artificiel	1	France	1	0	N 45°03,290' W 0°42,325'	Lamarque	0	Conac	Soussans	2012	10	19	836	417,6253887	417,5506638	48,15500792	601,2596409	45,05483333	-0,705416667	0,786354521	-0,012311833	0	0
21	41202	25	1	44	54,507	0	-37,757	0,79	111	13	Blanc	5	Cellulose	2	Artificiel	1	France	1	0	N 44°54,507' W 0°37,757'	Blanquefort	0	Soussans	Blanquefort	2012	10	20	861	434,2416307	434,1576272	17,34847006	618,608111	44,90845	-0,629283333	0,783799652	-0,010983057	0	0
22	41203	20	1	44	50,009	0	-33,932	2,16	26	14	Gris	6	Minérale	2	Artificiel	1	France	1	0	N 44°50,009' W 0°33,932'	Bordeaux, “C’est chez nous”	0	Blanquefort	Bordeaux	2012	10	21	881	443,9340688	443,8443141	9,735433627	628,3435446	44,83348333	-0,565533333	0,782491238	-0,00987041	0	0
23	41204	0	1	44	50,003	0	-33,899	3,25	20	6	Vert	6	Minérale	1	Naturel	1	France	1	0	N 44°50,003' W 0°33,899'	Quartier Saint Michel, Bordeaux	0	Bordeaux	Bordeaux	2012	10	22	881	443,9687567	443,8789809	0,04478559	628,3883302	44,83338333	-0,564983333	0,782489493	-0,009860811	0	0
24	41205	0	1	44	49,72	0	-33,273	4,82	16	14	Gris	2	Métallique	2	Artificiel	1	France	1	0	N 44°49,720' W 0°33,273'	Locaux de Recup'R, Bordeaux	0	Bordeaux	Bordeaux	2012	10	23	881	444,8794121	444,7890828	0,975976367	629,3643065	44,82866667	-0,55455	0,782407172	-0,009678715	0	0
25	41206	0	1	44	51,581	0	-34,266	0,58	0	0	Mixte	3	Plastique	2	Artificiel	1	France	1	0	N 44°51,581' W 0°34,266'	Bordeaux, appartement de Pascaline et George	0	Bordeaux	Bordeaux	2012	10	24	881	441,3297311	441,2415467	3,688504482	633,052811	44,85968333	-0,5711	0,782948514	-0,009967567	0	0
26	41207	0	1	44	51,595	0	-34,256	0,94	105	7	Bleu Vert	5	Cellulose	2	Artificiel	1	France	1	0	N 44°51,595' W 0°34,256'	30, rue du temple, Bordeaux	0	Bordeaux	Bordeaux	2012	10	25	881	441,3167142	441,2285376	0,029089426	633,0819005	44,85991667	-0,570933333	0,782952587	-0,009964658	0	0
27	41208	0	1	44	51,582	0	-34,276	0,79	100	11	Rouge Violet	4	Textile	2	Artificiel	1	France	1	0	N 44°51,582' W 0°34,276'	Bordeaux	0	Bordeaux	Bordeaux	2012	10	26	881	441,3204145	441,2322357	0,035656727	633,1175572	44,8597	-0,571266667	0,782948805	-0,009970476	0	0
28	41209	0	1	44	49,803	0	-34,084	1,62	85	15	Noir	5	Cellulose	2	Artificiel	1	France	1	0	N 44°49,803' W 0°34,084'	Médiathèque de Pessac	0	Bordeaux	Bordeaux	2012	10	27	881	444,1231495	444,0332801	3,307499536	636,4250567	44,83005	-0,568066667	0,782431315	-0,009914625	0	0
29	41210	0	1	44	49,803	0	-34,084	4,28	106	14	Gris	2	Métallique	2	Artificiel	1	France	1	0	N 44°49,803' W 0°34,084'	Marché des Capucins, Bordeaux	0	Bordeaux	Bordeaux	2012	10	28	881	444,1231495	444,0332801	0	636,4250567	44,83005	-0,568066667	0,782431315	-0,009914625	0	0
30	41211	0	1	44	51,581	0	-34,266	0,46	0	7	Bleu Vert	4	Textile	2	Artificiel	1	France	1	0	N 44°51,581' W 0°34,266'	Bordeaux, appartement de Pascaline et George	0	Bordeaux	Bordeaux	2012	10	29	881	441,3297311	441,2415467	3,304673765	NaN	44,85968333	-0,5711	0,782948514	-0,009967567	0	0
31	41212	10	1	44	48,645	0	-35,141	0,38	25	12	Rouge	0	Mixte	2	Artificiel	1	France	1	0	N 44°48,645' W 0°35,141'	Petit chalet bordelais	0	Bordeaux	Talence	2012	10	30	891	445,0351794	444,9447552	5,562891263	NaN	44,81075	-0,585683333	0,782094467	-0,010222094	0	0
32	41213	25	1	44	38,648	-1	-4,645	1,12	20	17	Brun	7	Animale	1	Naturel	1	France	1	0	N 44°38,648' W 1°04,645'	Port de Gujan	0	Talence	Gujan	2012	10	31	916	439,0712341	438,9843966	43,05068548	NaN	44,64413333	-1,077416667	0,77918646	-0,018804452	0	0
33	41214	25	1	44	37,874	-1	-12,22	1,27	38	8	Bleu	0	Mixte	2	Artificiel	1	France	1	0	N 44°37,874' W 1°12,220'	Pilat sur Mer	0	Gujan	Pyla-sur-mer	2012	11	1	941	435,2691118	435,1845106	10,09450354	NaN	44,63123333	-1,203666667	0,778961313	-0,021007929	0	0
34	41215	30	93	44	36,087	-1	-12,374	0,86	50	17	Brun	1	Végétale	1	Naturel	1	France	1	0	N 44°36,087' W 1°12,374'	Dune du Pilât	0	Pyla-sur-mer	Biscarosse-Plage	2012	11	2	971	438,0487474	437,9625151	3,318915493	NaN	44,60145	-1,206233333	0,778441496	-0,021052725	0	0
35	41216	10	11	44	27,015	-1	-15,015	0,43	57	12	Rouge	0	Mixte	2	Artificiel	1	France	1	0	N 44°27,015' W 1°15,015'	Biscarosse-Plage	0	Biscarosse-Plage	Biscarosse	2012	11	3	981	451,1072145	451,0130385	17,17579818	NaN	44,45025	-1,25025	0,775802561	-0,021820961	0	0
36	41217	70	12	44	6,161	-1	-18,645	3,38	20	6	Vert	6	Minérale	2	Artificiel	1	France	1	0	N 44°06,161' W 1°18,645'	Contis	0	Biscarosse	Contis	2012	11	4	1051	483,4571223	483,341199	38,95760445	NaN	44,10268333	-1,31075	0,769736383	-0,022876884	0	0
37	41218	45	10	43	57,158	-1	-21,74	0,28	54	6	Vert	3	Plastique	2	Artificiel	1	France	1	0	N 43°57,158' W 1°21,740'	Vielle sur Gironde	0	Contis	Moliets-et-Maâ	2012	11	5	1096	496,8662126	496,7403741	17,19176765	NaN	43,95263333	-1,362333333	0,767117519	-0,023777182	0	0
38	41219	30	-3	43	45,011	-1	-24,075	0,56	56	17	Brun	1	Végétale	1	Naturel	1	France	1	0	N 43°45,011' W 1°24,075'	Seignosse	0	Moliets-et-Maâ	Capbreton	2012	11	6	1126	516,2530876	516,1119377	22,73307978	NaN	43,75018333	-1,40125	0,763584103	-0,024456405	0	0
39	41220	35	-1	43	29,737	-1	-32,769	0,49	0	13	Blanc	7	Animale	1	Naturel	1	France	1	0	N 43°29,737' W 1°32,769'	Anglet, plage des Océanides	0	Capbreton	Anglet	2012	11	7	1161	538,2027854	538,0428563	30,62391706	NaN	43,49561667	-1,54615	0,75914108	-0,026985385	0	0
40	41221	15	-1	43	29,737	-1	-32,769	1,68	40	13	Blanc	7	Animale	1	Naturel	1	France	1	0	N 43°29,737' W 1°32,769'	Anglet	0	Anglet	Bidart	2012	11	8	1176	538,2027854	538,0428563	0	NaN	43,49561667	-1,54615	0,75914108	-0,026985385	0	0
41	41222	40	32	43	25,445	-1	-36,277	0,18	25	8	Bleu	5	Cellulose	2	Artificiel	1	France	1	0	N 43°25,445' W 1°36,277'	Guéthary	0	Bidart	Ciboure-(Socoa)	2012	11	9	1216	544,0195157	543,8543454	9,2512147	NaN	43,42408333	-1,604616667	0,757892589	-0,02800582	0	0
42	41223	45	5	43	23,427	-1	-41,149	0,35	14	1	Rouge Orangé	3	Plastique	2	Artificiel	2	Espagne	1	0	N 43°23,427' W 1°41,149'	St Jean de Luz	0	Ciboure-(Socoa)	San-Sebastian	2012	11	10	1261	545,3373192	545,1709458	7,552841835	NaN	43,39045	-1,685816667	0,757305577	-0,029423027	0	0
43	41224	0	34	43	18,875	-2	-0,435	0,54	22	0	Mixte	7	Animale	1	Naturel	2	Espagne	1	0	N 43°18,875' W 2°00,435'	San Sebastian	0	San-Sebastian	San-Sebastian	2012	11	11	1261	545,3497627	545,1833778	27,33194077	NaN	43,31458333	-2,00725	0,755981455	-0,035033092	0	0
44	41225	0	30	43	18,893	-2	-0,464	0,1	31	14	Gris	2	Métallique	2	Artificiel	2	Espagne	1	0	N 43°18,893' W 2°00,464'	San Sebastian	0	San-Sebastian	San-Sebastian	2012	11	12	1261	545,3065944	545,1402491	0,051414162	NaN	43,31488333	-2,007733333	0,755986691	-0,035041528	0	0
45	41226	50	2	43	17,905	-2	-21,391	0,1	32	5	Jaune Vert	3	Plastique	0	Mixte	2	Espagne	1	0	N 43°17,905' W 2°21,391'	Deba	0	San-Sebastian	Deba	2012	11	13	1311	539,6262292	539,4650279	28,28937478	NaN	43,29841667	-2,356516667	0,755699293	-0,04112894	0	0
46	41227	25	10	43	21,883	-2	-30,045	6,08	25	14	Gris	0	Mixte	2	Artificiel	2	Espagne	1	0	N 43°21,883' W 2°30,045'	Lekeitio	0	Deba	Lekeito	2012	11	14	1336	529,7335123	529,5810147	13,80405327	NaN	43,36471667	-2,50075	0,756856446	-0,043646284	0	0
47	41228	65	139	43	21,476	-2	-31,416	22,36	60	14	Gris	2	Métallique	2	Artificiel	2	Espagne	1	0	N 43°21,476' W 2°31,416'	Route de Bilbao	0	Lekeito	Bilbao	2012	11	15	1401	530,055668	529,902892	1,995883354	NaN	43,35793333	-2,5236	0,756738054	-0,044045092	0	0
48	41229	0	106	43	16,953	-2	-55,166	1,08	66	3	Jaune Orangé	3	Plastique	2	Artificiel	2	Espagne	1	Jambe Barbie	N 43°16,953' W 2°55,166'	Bilbao	0	Bilbao	Bilbao	2012	11	16	1401	532,0710736	531,9165484	33,11022244	NaN	43,28255	-2,919433333	0,755422368	-0,050953681	0	0
49	41230	25	136	43	8,923	-2	-56,619	0,66	102	6	Vert	5	Cellulose	2	Artificiel	2	Espagne	1	Ticket	N 43°08,923' W 2°56,619'	Areta	0	Bilbao	Areta	2012	11	17	1426	546,4428996	546,2755123	15,01465224	NaN	43,14871667	-2,94365	0,753086538	-0,051376341	0	0
50	41231	20	832	42	20,4	-3	-42,238	0,88	140	13	Blanc	5	Cellulose	2	Artificiel	2	Espagne	1	Ticket de bus	N 42°20,400' W 3°42,238'	Burgos	Tricherie, saut en bus	Areta	Villariezo	2012	11	18	1446	629,6841092	629,4279893	109,3064773	NaN	42,34	-3,703966667	0,738971781	-0,064646359	0	0
51	41232	50	840	41	58,154	-3	-48,742	0,76	43	7	Bleu Vert	3	Plastique	2	Artificiel	2	Espagne	1	Objet non identifié	N 41°58,154' W 3°48,742'	Avellanosa De Muno	Nuit en altitude	Villariezo	Avellanosa-de-Muno	2012	11	19	1496	670,5366843	670,2274158	42,19650617	NaN	41,96923333	-3,812366667	0,732500687	-0,066538294	0	0
52	41233	70	894	41	35,273	-3	-37,096	0,24	24	3	Jaune Orangé	0	Mixte	2	Artificiel	2	Espagne	1	Agrafe de fauteuil en décomposition	N 41°35,273' W 3°37,096'	Fuentelcesped	Veillée sous lune voilée	Avellanosa-de-Muno	Fuentelcesped	2012	11	20	1566	713,5859566	713,2132226	45,36869122	NaN	41,58788333	-3,618266667	0,72584488	-0,063150613	0	0
53	41234	50	970	41	33,864	-3	-34,237	2,61	14	11	Rouge Violet	0	Mixte	2	Artificiel	2	Espagne	1	Bijoux	N 41°33,864' W 3°34,237'	Route du lac de Mareduelo	Matinée difficile	Fuentelcesped	Boceguillas	2012	11	21	1616	716,404409	716,0272414	4,747794642	NaN	41,5644	-3,570616667	0,725435019	-0,062318965	0	0
54	41235	55	1311	41	10,106	-3	-35,108	4,19	20	13	Blanc	6	Minérale	1	Naturel	2	Espagne	1	Quartz	N 41°10,106' W 3°35,108'	Col de Somossiera	Jour noir	Boceguillas	Buitrago	2012	11	22	1671	760,3200081	759,8691497	44,05855419	NaN	41,16843333	-3,585133333	0,718524103	-0,062572328	0	0
55	41236	35	1228	40	51,475	-3	-42,818	1,57	44	17	Brun	1	Végétale	2	Artificiel	2	Espagne	1	Pellet	N 40°51,475' W 3°42,818'	Bustarviejo	Chaleur retrouvée	Buitrago	Bustarviejo	2012	11	23	1706	794,3548757	793,8407285	36,18221301	NaN	40,85791667	-3,713633333	0,713104569	-0,064815074	0	0
56	41237	70	592	40	23,164	-3	-42,259	1,21	25	11	Rouge Violet	3	Plastique	2	Artificiel	2	Espagne	1	Cire	N 40°23,164' W 3°42,259'	Madrid	Couchsurfing	Bustarviejo	Madrid	2012	11	24	1776	846,8314818	846,2085747	52,48799888	NaN	40,38606667	-3,704316667	0,70486924	-0,064652468	0	0
57	41238	0	590	40	23,192	-3	-42,345	1,42	87	0	Mixte	5	Cellulose	2	Artificiel	2	Espagne	1	Carte à jouer	N 40°23,192' W 3°42,345'	Madrid	Promenade	Madrid	Madrid	2012	11	25	1776	846,7753523	846,152569	0,132060663	NaN	40,38653333	-3,70575	0,704877385	-0,064677484	0	0
58	41239	0	592	40	23,164	-3	-42,259	0,33	13	15	Noir	3	Plastique	2	Artificiel	2	Espagne	1	Silicone d'écouteur	N 40°23,164' W 3°42,259'	Madrid	Pluie Madrilène	Madrid	Madrid	2012	11	26	1776	846,8314818	846,2085747	0,132060663	NaN	40,38606667	-3,704316667	0,70486924	-0,064652468	0	0
59	41240	0	592	40	23,164	-3	-42,259	2,4	160	4	Jaune	5	Cellulose	2	Artificiel	2	Espagne	1	Icône	N 40°23,164' W 3°42,259'	Madrid	Métro Madrilène	Madrid	Madrid	2012	11	27	1776	846,8314818	846,2085747	0	NaN	40,38606667	-3,704316667	0,70486924	-0,064652468	0	0
60	41241	25	607	37	13,366	-3	-41,172	0,73	12	15	Noir	3	Plastique	2	Artificiel	2	Espagne	1	Objet non identifié	N 37°13,366' W 3°41,172'	Atarfe	Pause déjeuner	Madrid	Atarfe ?	2012	11	28	1801	1198,560673	1196,794976	351,8454939	NaN	37,22276667	-3,6862	0,649659286	-0,064336273	0	0
61	41242	80	617	37	20,027	-4	-17,502	0,38	44	0	Mixte	0	Mixte	2	Artificiel	2	Espagne	1	Ressort de briquet	N 37°20,027' W 4°17,502'	A coté d'Iznajar	Repos mérité	Atarfe ?	Iznajar	2012	11	29	1881	1185,832832	1184,122775	54,99274678	NaN	37,33378333	-4,2917	0,651596891	-0,074904232	0	0
62	41243	0	492	37	15,936	-4	-18,608	0,38	65	17	Brun	1	Végétale	2	Artificiel	2	Espagne	1	Cures-dents	N 37°15,936' W 4°18,608'	Iznajar	Soirée tapas	Iznajar	Iznajar	2012	11	30	1881	1193,436374	1191,69322	7,75716695	NaN	37,2656	-4,310133333	0,650406868	-0,075225954	0	0
63	41244	0	616	37	20,027	-4	-17,502	1,41	12	17	Brun	6	Minérale	1	Naturel	2	Espagne	1	Terre d'olivier	N 37°20,027' W 4°17,502'	Cortijo el Lanchar	Lendemain de cuite	Iznajar	Iznajar	2012	12	1	1881	1185,832832	1184,122775	7,75716695	NaN	37,33378333	-4,2917	0,651596891	-0,074904232	0	0
64	41245	0	616	37	20,027	-4	-17,502	0,12	0	15	Noir	7	Animale	1	Naturel	2	Espagne	1	Poils de barbe	N 37°20,027' W 4°17,502'	Cortijo el Lanchar	Chute de cheveux	Iznajar	Iznajar	2012	12	2	1881	1185,832832	1184,122775	0	NaN	37,33378333	-4,2917	0,651596891	-0,074904232	0	0
65	41246	0	616	37	20,027	-4	-17,502	1,48	29	14	Gris	3	Plastique	2	Artificiel	2	Espagne	1	Morceau de paillasson	N 37°20,027' W 4°17,502'	Cortijo el Lanchar	Journée positive	Iznajar	Iznajar	2012	12	3	1881	1185,832832	1184,122775	0	NaN	37,33378333	-4,2917	0,651596891	-0,074904232	0	0
66	41247	0	485	37	15,445	-4	-18,685	0,12	0	13	Blanc	3	Plastique	2	Artificiel	2	Espagne	1	Papiers de bonbons	N 37°15,445' W 4°18,685'	Iznajar	Emission radio	Iznajar	Iznajar	2012	12	4	1881	1194,347981	1192,600831	8,67128794	NaN	37,25741667	-4,311416667	0,650264042	-0,075248353	0	0
67	41248	0	653	37	15,43	-4	-19,503	0,28	60	17	Brun	0	Mixte	2	Artificiel	2	Espagne	1	Encens	N 37°15,430' W 4°19,503'	Iznajar	Journée positive	Iznajar	Iznajar	2012	12	5	1881	1194,3921	1192,644757	1,207249076	NaN	37,25716667	-4,32505	0,650259679	-0,075486299	0	0
68	41249	0	617	37	20,027	-4	-17,502	0,33	25	14	Gris	2	Métallique	2	Artificiel	2	Espagne	1	Capsule de Canstove	N 37°20,027' W 4°17,502'	Cortijo El Lanchar	Panique à bord	Iznajar	Iznajar	2012	12	6	1881	1185,832832	1184,122775	9,018239454	NaN	37,33378333	-4,2917	0,651596891	-0,074904232	0	0
69	41250	0	474	37	15,936	-4	-18,608	1,07	27	15	Noir	3	Plastique	2	Artificiel	2	Espagne	1	Attache de cordon	N 37°15,936' W 4°18,608'	Iznajar	Nettoyage de vélo	Iznajar	Iznajar	2012	12	7	1881	1193,436374	1191,69322	7,75716695	NaN	37,2656	-4,310133333	0,650406868	-0,075225954	0	0
70	41251	0	617	37	20,027	-4	-17,502	0,01	0	15	Noir	7	Animale	1	Naturel	2	Espagne	1	Mouches	N 37°20,027' W 4°17,502'	Cortijo El Lanchar	Dépannage à distance	Iznajar	Iznajar	2012	12	8	1881	1185,832832	1184,122775	7,75716695	NaN	37,33378333	-4,2917	0,651596891	-0,074904232	0	0
71	41252	0	452	37	15,805	-4	-24,515	0,91	51	2	Orange	7	Animale	1	Naturel	2	Espagne	1	Graine non identifiée	N 37°15,805' W 4°24,515'	Guevas De San Marco	Promenade	Iznajar	Iznajar	2012	12	9	1881	1193,819545	1192,074713	12,96948872	NaN	37,26341667	-4,408583333	0,650368762	-0,07694423	0	0
72	41253	40	504	37	6,239	-4	-32,027	1,7	42	15	Noir	3	Plastique	2	Artificiel	2	Espagne	1	Fragment de canne à pêche	N 37°06,239' W 4°32,027'	Antequera	Nuit dans une oliveraie	Iznajar	Antequera	2012	12	10	1921	1211,802496	1209,977645	20,91776803	NaN	37,10398333	-4,533783333	0,647586128	-0,07912938	0	0
73	41254	45	957	36	57,849	-4	-30,722	0,54	49	15	Noir	2	Métallique	2	Artificiel	2	Espagne	1	Épingle à cheveux	N 36°57,849' W 4°30,722'	Col du Torcal	Grimpette	Antequera	Almogia	2012	12	11	1966	1227,300602	1225,404858	15,67257122	NaN	36,96415	-4,512033333	0,645145578	-0,078749771	0	0
74	41255	40	168	36	48,14	-4	-29,507	0,07	26	17	Brun	7	Animale	1	Naturel	2	Espagne	1	Nid de guêpe	N 36°48,140' W 4°29,507'	Route de Malaga	Course contre la montre	Almogia	Melilla	2012	12	12	2006	1245,250002	1243,269887	18,08819982	NaN	36,80233333	-4,491783333	0,642321347	-0,078396342	0	0
75	41256	25	1	35	17,872	-2	-56,181	10,15	0	6	Vert	8	Verre	2	Artificiel	3	Maroc	1	Verre dépoli	N 35°17,872' W 2°56,181'	Melilla	Nuit en zone militaire	Melilla	Route-de-Segangan	2012	12	13	2031	1415,457152	1412,549445	218,0896808	NaN	35,29786667	-2,93635	0,616063472	-0,051248932	0	0
76	41257	35	596	35	13,76	-2	-58,743	0,91	17	17	Brun	7	Animale	1	Naturel	3	Maroc	1	Graine d'eucalyptus	N 35°13,760' W 2°58,743'	Route de Zeghanghane	Vue sur minaret	Route-de-Segangan	El-Kandoussi	2012	12	14	2066	1422,831087	1419,877719	8,552400743	NaN	35,22933333	-2,97905	0,614867341	-0,051994187	0	0
77	41258	45	172	35	4,299	-3	-12,784	0,76	45	17	Brun	7	Animale	1	Naturel	3	Maroc	1	Patte de lézard	N 35°04,299' W 3°12,784'	Route de Tiztoutine	Oued à sec	El-Kandoussi	Tiztoutine	2012	12	15	2111	1439,221236	1436,164668	27,5777745	NaN	35,07165	-3,213066667	0,61211525	-0,056078545	0	0
78	41259	25	368	34	56,781	-3	-23,5	1,87	15	17	Brun	6	Minérale	2	Artificiel	3	Maroc	1	Fragments de carrelage	N 34°56,781' W 3°23,500'	Driouch	Mal bouffe	Tiztoutine	Driouch	2012	12	16	2136	1452,469642	1449,327923	21,42346399	NaN	34,94635	-3,391666667	0,609928354	-0,0591957	0	0
79	41260	45	463	34	52,318	-3	-23,101	0,48	54	4	Jaune	3	Plastique	2	Artificiel	3	Maroc	1	Collier de serrage	N 34°52,318' W 3°23,101'	Route d'Ain Zorah	Arnaque	Driouch	Ain-Zorha	2012	12	17	2181	1460,759744	1457,563946	8,295584311	NaN	34,87196667	-3,385016667	0,608630121	-0,059079636	0	0
80	41261	35	602	34	27,62	-3	-44,176	0,13	60	17	Brun	7	Animale	1	Naturel	3	Maroc	1	Fragments d'épineux et laine de mouton	N 34°27,620' W 3°44,176'	Oued Msoun	Pemière nuit à deux	Ain-Zorha	Oued-Msoun	2012	12	18	2216	1505,64311	1502,143729	55,93498304	NaN	34,46033333	-3,736266667	0,60144577	-0,0652101	0	0
81	41262	55	417	34	13,347	-4	-0,528	0,69	28	14	Gris	0	Mixte	2	Artificiel	3	Maroc	1	Cachet de Paracetamol	N 34°13,347' W 4°00,528'	Taza	Coup de froid	Oued-Msoun	Taza	2012	12	19	2271	1531,814763	1528,129799	36,42146818	NaN	34,22245	-4,0088	0,597293926	-0,0699667	0	0
